,human_count,human_weight,human_panic,human_speed,Run,Total_steps
514,60,2.193359375,0.1298828125,1.798828125,514,25
515,60,1.814453125,3.8212890625,1.798828125,515,25
516,64,2.193359375,3.8212890625,1.798828125,516,28
517,64,1.814453125,0.1298828125,1.798828125,517,27
518,64,1.814453125,3.8212890625,1.353515625,518,28
519,64,1.814453125,3.8212890625,1.798828125,519,29
520,77,1.693359375,5.3798828125,2.853515625,520,28
521,47,1.693359375,5.3798828125,2.853515625,521,22
522,77,1.314453125,5.3798828125,2.853515625,522,31
523,77,1.693359375,2.0712890625,2.853515625,523,30
524,77,1.693359375,5.3798828125,1.298828125,524,31
525,77,1.314453125,2.0712890625,1.298828125,525,29
526,47,1.693359375,2.0712890625,1.298828125,526,16
527,47,1.314453125,5.3798828125,1.298828125,527,21
528,47,1.314453125,2.0712890625,2.853515625,528,25
529,47,1.314453125,2.0712890625,1.298828125,529,22
530,42,2.693359375,1.8798828125,1.853515625,530,19
531,12,2.693359375,1.8798828125,1.853515625,531,11
532,42,2.314453125,1.8798828125,1.853515625,532,22
533,42,2.693359375,5.5712890625,1.853515625,533,17
534,42,2.693359375,1.8798828125,2.298828125,534,20
535,42,2.314453125,5.5712890625,2.298828125,535,21
536,12,2.693359375,5.5712890625,2.298828125,536,12
537,12,2.314453125,1.8798828125,2.298828125,537,10
538,12,2.314453125,5.5712890625,1.853515625,538,11
539,12,2.314453125,5.5712890625,2.298828125,539,13
540,34,1.943359375,1.0048828125,1.603515625,540,17
541,20,1.943359375,1.0048828125,1.603515625,541,12
542,34,2.564453125,1.0048828125,1.603515625,542,22
543,34,1.943359375,2.9462890625,1.603515625,543,16
544,34,1.943359375,1.0048828125,1.048828125,544,18
545,34,2.564453125,2.9462890625,1.048828125,545,18
546,20,1.943359375,2.9462890625,1.048828125,546,11
547,20,2.564453125,1.0048828125,1.048828125,547,12
548,20,2.564453125,2.9462890625,1.603515625,548,13
549,20,2.564453125,2.9462890625,1.048828125,549,12
550,69,2.943359375,4.5048828125,2.603515625,550,30
551,55,2.943359375,4.5048828125,2.603515625,551,22
552,69,1.564453125,4.5048828125,2.603515625,552,29
553,69,2.943359375,6.4462890625,2.603515625,553,31
554,69,2.943359375,4.5048828125,2.048828125,554,30
555,69,1.564453125,6.4462890625,2.048828125,555,27
556,55,2.943359375,6.4462890625,2.048828125,556,27
557,55,1.564453125,4.5048828125,2.048828125,557,25
558,55,1.564453125,6.4462890625,2.603515625,558,21
559,55,1.564453125,6.4462890625,2.048828125,559,24
560,51,1.443359375,2.7548828125,1.103515625,560,25
561,73,1.443359375,2.7548828125,1.103515625,561,27
562,51,1.064453125,2.7548828125,1.103515625,562,41
563,51,1.443359375,1.1962890625,1.103515625,563,19
564,51,1.443359375,2.7548828125,2.548828125,564,23
565,51,1.064453125,1.1962890625,2.548828125,565,37
566,73,1.443359375,1.1962890625,2.548828125,566,32
567,73,1.064453125,2.7548828125,2.548828125,567,49
568,73,1.064453125,1.1962890625,1.103515625,568,51
569,73,1.064453125,1.1962890625,2.548828125,569,52
570,16,2.443359375,6.2548828125,2.103515625,570,13
571,38,2.443359375,6.2548828125,2.103515625,571,18
572,16,2.064453125,6.2548828125,2.103515625,572,12
573,16,2.443359375,4.6962890625,2.103515625,573,14
574,16,2.443359375,6.2548828125,1.548828125,574,12
575,16,2.064453125,4.6962890625,1.548828125,575,12
576,38,2.443359375,4.6962890625,1.548828125,576,14
577,38,2.064453125,6.2548828125,1.548828125,577,18
578,38,2.064453125,4.6962890625,2.103515625,578,18
579,38,2.064453125,4.6962890625,1.548828125,579,21
580,14,1.380859375,0.3486328125,1.916015625,580,11
581,53,1.380859375,0.3486328125,1.916015625,581,22
582,14,1.501953125,0.3486328125,1.916015625,582,13
583,14,1.380859375,6.6650390625,1.916015625,583,13
584,14,1.380859375,0.3486328125,2.611328125,584,11
585,14,1.501953125,6.6650390625,2.611328125,585,11
586,53,1.380859375,6.6650390625,2.611328125,586,23
587,53,1.501953125,0.3486328125,2.611328125,587,24
588,53,1.501953125,6.6650390625,1.916015625,588,20
589,53,1.501953125,6.6650390625,2.611328125,589,23
590,49,2.380859375,3.8486328125,2.916015625,590,23
591,18,2.380859375,3.8486328125,2.916015625,591,12
592,49,2.501953125,3.8486328125,2.916015625,592,23
593,49,2.380859375,3.1650390625,2.916015625,593,20
594,49,2.380859375,3.8486328125,1.611328125,594,21
595,49,2.501953125,3.1650390625,1.611328125,595,24
596,18,2.380859375,3.1650390625,1.611328125,596,12
597,18,2.501953125,3.8486328125,1.611328125,597,13
598,18,2.501953125,3.1650390625,2.916015625,598,11
599,18,2.501953125,3.1650390625,1.611328125,599,12
600,25,1.193359375,3.6298828125,2.353515625,600,18
601,29,1.193359375,3.6298828125,2.353515625,601,18
602,25,2.814453125,3.6298828125,2.353515625,602,17
603,25,1.193359375,0.3212890625,2.353515625,603,17
604,25,1.193359375,3.6298828125,2.798828125,604,16
605,25,2.814453125,0.3212890625,2.798828125,605,12
606,29,1.193359375,0.3212890625,2.798828125,606,18
607,29,2.814453125,3.6298828125,2.798828125,607,16
608,29,2.814453125,0.3212890625,2.353515625,608,15
609,29,2.814453125,0.3212890625,2.798828125,609,17
610,60,2.193359375,0.1298828125,1.353515625,610,26
611,64,2.193359375,0.1298828125,1.353515625,611,28
612,60,1.814453125,0.1298828125,1.353515625,612,27
613,60,2.193359375,3.8212890625,1.353515625,613,25
614,60,2.193359375,0.1298828125,1.798828125,614,23
615,60,1.814453125,3.8212890625,1.798828125,615,23
616,64,2.193359375,3.8212890625,1.798828125,616,26
617,64,1.814453125,0.1298828125,1.798828125,617,25
618,64,1.814453125,3.8212890625,1.353515625,618,29
619,64,1.814453125,3.8212890625,1.798828125,619,25
620,77,1.693359375,5.3798828125,2.853515625,620,30
621,47,1.693359375,5.3798828125,2.853515625,621,20
622,77,1.314453125,5.3798828125,2.853515625,622,31
623,77,1.693359375,2.0712890625,2.853515625,623,35
624,77,1.693359375,5.3798828125,1.298828125,624,30
625,77,1.314453125,2.0712890625,1.298828125,625,35
626,47,1.693359375,2.0712890625,1.298828125,626,21
627,47,1.314453125,5.3798828125,1.298828125,627,21
628,47,1.314453125,2.0712890625,2.853515625,628,21
629,47,1.314453125,2.0712890625,1.298828125,629,24
630,42,2.693359375,1.8798828125,1.853515625,630,20
631,12,2.693359375,1.8798828125,1.853515625,631,11
632,42,2.314453125,1.8798828125,1.853515625,632,21
633,42,2.693359375,5.5712890625,1.853515625,633,19
634,42,2.693359375,1.8798828125,2.298828125,634,20
635,42,2.314453125,5.5712890625,2.298828125,635,22
636,12,2.693359375,5.5712890625,2.298828125,636,10
637,12,2.314453125,1.8798828125,2.298828125,637,11
638,12,2.314453125,5.5712890625,1.853515625,638,10
639,12,2.314453125,5.5712890625,2.298828125,639,11
640,34,1.943359375,1.0048828125,1.603515625,640,17
641,20,1.943359375,1.0048828125,1.603515625,641,11
642,34,2.564453125,1.0048828125,1.603515625,642,14
643,34,1.943359375,2.9462890625,1.603515625,643,18
644,34,1.943359375,1.0048828125,1.048828125,644,15
645,34,2.564453125,2.9462890625,1.048828125,645,18
646,20,1.943359375,2.9462890625,1.048828125,646,13
647,20,2.564453125,1.0048828125,1.048828125,647,14
648,20,2.564453125,2.9462890625,1.603515625,648,13
649,20,2.564453125,2.9462890625,1.048828125,649,12
650,69,2.943359375,4.5048828125,2.603515625,650,29
651,55,2.943359375,4.5048828125,2.603515625,651,20
652,69,1.564453125,4.5048828125,2.603515625,652,28
653,69,2.943359375,6.4462890625,2.603515625,653,30
654,69,2.943359375,4.5048828125,2.048828125,654,29
655,69,1.564453125,6.4462890625,2.048828125,655,28
656,55,2.943359375,6.4462890625,2.048828125,656,28
657,55,1.564453125,4.5048828125,2.048828125,657,26
658,55,1.564453125,6.4462890625,2.603515625,658,24
659,55,1.564453125,6.4462890625,2.048828125,659,25
660,51,1.443359375,2.7548828125,1.103515625,660,24
661,73,1.443359375,2.7548828125,1.103515625,661,30
662,51,1.064453125,2.7548828125,1.103515625,662,41
663,51,1.443359375,1.1962890625,1.103515625,663,27
664,51,1.443359375,2.7548828125,2.548828125,664,22
665,51,1.064453125,1.1962890625,2.548828125,665,38
666,73,1.443359375,1.1962890625,2.548828125,666,30
667,73,1.064453125,2.7548828125,2.548828125,667,54
668,73,1.064453125,1.1962890625,1.103515625,668,55
669,73,1.064453125,1.1962890625,2.548828125,669,54
670,16,2.443359375,6.2548828125,2.103515625,670,12
671,38,2.443359375,6.2548828125,2.103515625,671,17
672,16,2.064453125,6.2548828125,2.103515625,672,14
673,16,2.443359375,4.6962890625,2.103515625,673,11
674,16,2.443359375,6.2548828125,1.548828125,674,13
675,16,2.064453125,4.6962890625,1.548828125,675,11
676,38,2.443359375,4.6962890625,1.548828125,676,19
677,38,2.064453125,6.2548828125,1.548828125,677,19
678,38,2.064453125,4.6962890625,2.103515625,678,17
679,38,2.064453125,4.6962890625,1.548828125,679,15
680,14,1.380859375,0.3486328125,1.916015625,680,10
681,53,1.380859375,0.3486328125,1.916015625,681,23
682,14,1.501953125,0.3486328125,1.916015625,682,11
683,14,1.380859375,6.6650390625,1.916015625,683,11
684,14,1.380859375,0.3486328125,2.611328125,684,10
685,14,1.501953125,6.6650390625,2.611328125,685,12
686,53,1.380859375,6.6650390625,2.611328125,686,23
687,53,1.501953125,0.3486328125,2.611328125,687,23
688,53,1.501953125,6.6650390625,1.916015625,688,20
689,53,1.501953125,6.6650390625,2.611328125,689,23
690,49,2.380859375,3.8486328125,2.916015625,690,23
691,18,2.380859375,3.8486328125,2.916015625,691,11
692,49,2.501953125,3.8486328125,2.916015625,692,27
693,49,2.380859375,3.1650390625,2.916015625,693,20
694,49,2.380859375,3.8486328125,1.611328125,694,22
695,49,2.501953125,3.1650390625,1.611328125,695,19
696,18,2.380859375,3.1650390625,1.611328125,696,12
697,18,2.501953125,3.8486328125,1.611328125,697,12
698,18,2.501953125,3.1650390625,2.916015625,698,12
699,18,2.501953125,3.1650390625,1.611328125,699,13
700,25,1.193359375,3.6298828125,2.353515625,700,17
701,29,1.193359375,3.6298828125,2.353515625,701,16
702,25,2.814453125,3.6298828125,2.353515625,702,13
703,25,1.193359375,0.3212890625,2.353515625,703,16
704,25,1.193359375,3.6298828125,2.798828125,704,18
705,25,2.814453125,0.3212890625,2.798828125,705,13
706,29,1.193359375,0.3212890625,2.798828125,706,15
707,29,2.814453125,3.6298828125,2.798828125,707,14
708,29,2.814453125,0.3212890625,2.353515625,708,14
709,29,2.814453125,0.3212890625,2.798828125,709,17
710,60,2.193359375,0.1298828125,1.353515625,710,24
711,64,2.193359375,0.1298828125,1.353515625,711,26
712,60,1.814453125,0.1298828125,1.353515625,712,25
713,60,2.193359375,3.8212890625,1.353515625,713,24
714,60,2.193359375,0.1298828125,1.798828125,714,27
715,60,1.814453125,3.8212890625,1.798828125,715,26
716,64,2.193359375,3.8212890625,1.798828125,716,28
717,64,1.814453125,0.1298828125,1.798828125,717,25
718,64,1.814453125,3.8212890625,1.353515625,718,26
719,64,1.814453125,3.8212890625,1.798828125,719,27
720,77,1.693359375,5.3798828125,2.853515625,720,28
721,47,1.693359375,5.3798828125,2.853515625,721,18
722,77,1.314453125,5.3798828125,2.853515625,722,35
723,77,1.693359375,2.0712890625,2.853515625,723,29
724,77,1.693359375,5.3798828125,1.298828125,724,34
725,77,1.314453125,2.0712890625,1.298828125,725,34
726,47,1.693359375,2.0712890625,1.298828125,726,19
727,47,1.314453125,5.3798828125,1.298828125,727,22
728,47,1.314453125,2.0712890625,2.853515625,728,22
729,47,1.314453125,2.0712890625,1.298828125,729,22
730,42,2.693359375,1.8798828125,1.853515625,730,20
731,12,2.693359375,1.8798828125,1.853515625,731,10
732,42,2.314453125,1.8798828125,1.853515625,732,22
733,42,2.693359375,5.5712890625,1.853515625,733,21
734,42,2.693359375,1.8798828125,2.298828125,734,20
735,42,2.314453125,5.5712890625,2.298828125,735,18
736,12,2.693359375,5.5712890625,2.298828125,736,11
737,12,2.314453125,1.8798828125,2.298828125,737,11
738,12,2.314453125,5.5712890625,1.853515625,738,10
739,12,2.314453125,5.5712890625,2.298828125,739,10
740,34,1.943359375,1.0048828125,1.603515625,740,17
741,20,1.943359375,1.0048828125,1.603515625,741,11
742,34,2.564453125,1.0048828125,1.603515625,742,18
743,34,1.943359375,2.9462890625,1.603515625,743,15
744,34,1.943359375,1.0048828125,1.048828125,744,16
745,34,2.564453125,2.9462890625,1.048828125,745,15
746,20,1.943359375,2.9462890625,1.048828125,746,12
747,20,2.564453125,1.0048828125,1.048828125,747,15
748,20,2.564453125,2.9462890625,1.603515625,748,14
749,20,2.564453125,2.9462890625,1.048828125,749,12
750,69,2.943359375,4.5048828125,2.603515625,750,30
751,55,2.943359375,4.5048828125,2.603515625,751,24
752,69,1.564453125,4.5048828125,2.603515625,752,29
753,69,2.943359375,6.4462890625,2.603515625,753,30
754,69,2.943359375,4.5048828125,2.048828125,754,30
755,69,1.564453125,6.4462890625,2.048828125,755,28
756,55,2.943359375,6.4462890625,2.048828125,756,30
757,55,1.564453125,4.5048828125,2.048828125,757,23
758,55,1.564453125,6.4462890625,2.603515625,758,23
759,55,1.564453125,6.4462890625,2.048828125,759,23
760,51,1.443359375,2.7548828125,1.103515625,760,21
761,73,1.443359375,2.7548828125,1.103515625,761,31
762,51,1.064453125,2.7548828125,1.103515625,762,36
763,51,1.443359375,1.1962890625,1.103515625,763,26
764,51,1.443359375,2.7548828125,2.548828125,764,20
765,51,1.064453125,1.1962890625,2.548828125,765,38
766,73,1.443359375,1.1962890625,2.548828125,766,31
767,73,1.064453125,2.7548828125,2.548828125,767,53
768,73,1.064453125,1.1962890625,1.103515625,768,53
769,73,1.064453125,1.1962890625,2.548828125,769,51
770,16,2.443359375,6.2548828125,2.103515625,770,14
771,38,2.443359375,6.2548828125,2.103515625,771,16
772,16,2.064453125,6.2548828125,2.103515625,772,13
773,16,2.443359375,4.6962890625,2.103515625,773,12
774,16,2.443359375,6.2548828125,1.548828125,774,12
775,16,2.064453125,4.6962890625,1.548828125,775,13
776,38,2.443359375,4.6962890625,1.548828125,776,21
777,38,2.064453125,6.2548828125,1.548828125,777,22
778,38,2.064453125,4.6962890625,2.103515625,778,20
779,38,2.064453125,4.6962890625,1.548828125,779,17
780,14,1.380859375,0.3486328125,1.916015625,780,12
781,53,1.380859375,0.3486328125,1.916015625,781,20
782,14,1.501953125,0.3486328125,1.916015625,782,11
783,14,1.380859375,6.6650390625,1.916015625,783,11
784,14,1.380859375,0.3486328125,2.611328125,784,11
785,14,1.501953125,6.6650390625,2.611328125,785,12
786,53,1.380859375,6.6650390625,2.611328125,786,24
787,53,1.501953125,0.3486328125,2.611328125,787,21
788,53,1.501953125,6.6650390625,1.916015625,788,20
789,53,1.501953125,6.6650390625,2.611328125,789,23
790,49,2.380859375,3.8486328125,2.916015625,790,22
791,18,2.380859375,3.8486328125,2.916015625,791,12
792,49,2.501953125,3.8486328125,2.916015625,792,17
793,49,2.380859375,3.1650390625,2.916015625,793,21
794,49,2.380859375,3.8486328125,1.611328125,794,22
795,49,2.501953125,3.1650390625,1.611328125,795,22
796,18,2.380859375,3.1650390625,1.611328125,796,13
797,18,2.501953125,3.8486328125,1.611328125,797,12
798,18,2.501953125,3.1650390625,2.916015625,798,14
799,18,2.501953125,3.1650390625,1.611328125,799,11
800,25,1.193359375,3.6298828125,2.353515625,800,17
801,29,1.193359375,3.6298828125,2.353515625,801,16
802,25,2.814453125,3.6298828125,2.353515625,802,15
803,25,1.193359375,0.3212890625,2.353515625,803,14
804,25,1.193359375,3.6298828125,2.798828125,804,14
805,25,2.814453125,0.3212890625,2.798828125,805,14
806,29,1.193359375,0.3212890625,2.798828125,806,16
807,29,2.814453125,3.6298828125,2.798828125,807,16
808,29,2.814453125,0.3212890625,2.353515625,808,16
809,29,2.814453125,0.3212890625,2.798828125,809,15
810,60,2.193359375,0.1298828125,1.353515625,810,23
811,64,2.193359375,0.1298828125,1.353515625,811,28
812,60,1.814453125,0.1298828125,1.353515625,812,24
813,60,2.193359375,3.8212890625,1.353515625,813,24
814,60,2.193359375,0.1298828125,1.798828125,814,23
815,60,1.814453125,3.8212890625,1.798828125,815,27
816,64,2.193359375,3.8212890625,1.798828125,816,28
817,64,1.814453125,0.1298828125,1.798828125,817,24
818,64,1.814453125,3.8212890625,1.353515625,818,28
819,64,1.814453125,3.8212890625,1.798828125,819,27
820,77,1.693359375,5.3798828125,2.853515625,820,31
821,47,1.693359375,5.3798828125,2.853515625,821,22
822,77,1.314453125,5.3798828125,2.853515625,822,33
823,77,1.693359375,2.0712890625,2.853515625,823,29
824,77,1.693359375,5.3798828125,1.298828125,824,33
825,77,1.314453125,2.0712890625,1.298828125,825,34
826,47,1.693359375,2.0712890625,1.298828125,826,22
827,47,1.314453125,5.3798828125,1.298828125,827,20
828,47,1.314453125,2.0712890625,2.853515625,828,22
829,47,1.314453125,2.0712890625,1.298828125,829,24
830,42,2.693359375,1.8798828125,1.853515625,830,21
831,12,2.693359375,1.8798828125,1.853515625,831,10
832,42,2.314453125,1.8798828125,1.853515625,832,19
833,42,2.693359375,5.5712890625,1.853515625,833,17
834,42,2.693359375,1.8798828125,2.298828125,834,23
835,42,2.314453125,5.5712890625,2.298828125,835,16
836,12,2.693359375,5.5712890625,2.298828125,836,11
837,12,2.314453125,1.8798828125,2.298828125,837,11
838,12,2.314453125,5.5712890625,1.853515625,838,12
839,12,2.314453125,5.5712890625,2.298828125,839,10
840,34,1.943359375,1.0048828125,1.603515625,840,18
841,20,1.943359375,1.0048828125,1.603515625,841,12
842,34,2.564453125,1.0048828125,1.603515625,842,13
843,34,1.943359375,2.9462890625,1.603515625,843,18
844,34,1.943359375,1.0048828125,1.048828125,844,15
845,34,2.564453125,2.9462890625,1.048828125,845,19
846,20,1.943359375,2.9462890625,1.048828125,846,11
847,20,2.564453125,1.0048828125,1.048828125,847,12
848,20,2.564453125,2.9462890625,1.603515625,848,13
849,20,2.564453125,2.9462890625,1.048828125,849,12
850,69,2.943359375,4.5048828125,2.603515625,850,30
851,55,2.943359375,4.5048828125,2.603515625,851,24
852,69,1.564453125,4.5048828125,2.603515625,852,28
853,69,2.943359375,6.4462890625,2.603515625,853,29
854,69,2.943359375,4.5048828125,2.048828125,854,28
855,69,1.564453125,6.4462890625,2.048828125,855,29
856,55,2.943359375,6.4462890625,2.048828125,856,24
857,55,1.564453125,4.5048828125,2.048828125,857,24
858,55,1.564453125,6.4462890625,2.603515625,858,22
859,55,1.564453125,6.4462890625,2.048828125,859,26
860,51,1.443359375,2.7548828125,1.103515625,860,22
861,73,1.443359375,2.7548828125,1.103515625,861,31
862,51,1.064453125,2.7548828125,1.103515625,862,41
863,51,1.443359375,1.1962890625,1.103515625,863,23
864,51,1.443359375,2.7548828125,2.548828125,864,22
865,51,1.064453125,1.1962890625,2.548828125,865,39
866,73,1.443359375,1.1962890625,2.548828125,866,30
867,73,1.064453125,2.7548828125,2.548828125,867,52
868,73,1.064453125,1.1962890625,1.103515625,868,52
869,73,1.064453125,1.1962890625,2.548828125,869,54
870,16,2.443359375,6.2548828125,2.103515625,870,10
871,38,2.443359375,6.2548828125,2.103515625,871,16
872,16,2.064453125,6.2548828125,2.103515625,872,12
873,16,2.443359375,4.6962890625,2.103515625,873,11
874,16,2.443359375,6.2548828125,1.548828125,874,15
875,16,2.064453125,4.6962890625,1.548828125,875,11
876,38,2.443359375,4.6962890625,1.548828125,876,15
877,38,2.064453125,6.2548828125,1.548828125,877,18
878,38,2.064453125,4.6962890625,2.103515625,878,16
879,38,2.064453125,4.6962890625,1.548828125,879,16
880,14,1.380859375,0.3486328125,1.916015625,880,12
881,53,1.380859375,0.3486328125,1.916015625,881,23
882,14,1.501953125,0.3486328125,1.916015625,882,13
883,14,1.380859375,6.6650390625,1.916015625,883,11
884,14,1.380859375,0.3486328125,2.611328125,884,12
885,14,1.501953125,6.6650390625,2.611328125,885,11
886,53,1.380859375,6.6650390625,2.611328125,886,22
887,53,1.501953125,0.3486328125,2.611328125,887,27
888,53,1.501953125,6.6650390625,1.916015625,888,24
889,53,1.501953125,6.6650390625,2.611328125,889,22
890,49,2.380859375,3.8486328125,2.916015625,890,21
891,18,2.380859375,3.8486328125,2.916015625,891,13
892,49,2.501953125,3.8486328125,2.916015625,892,23
893,49,2.380859375,3.1650390625,2.916015625,893,21
894,49,2.380859375,3.8486328125,1.611328125,894,25
895,49,2.501953125,3.1650390625,1.611328125,895,24
896,18,2.380859375,3.1650390625,1.611328125,896,12
897,18,2.501953125,3.8486328125,1.611328125,897,12
898,18,2.501953125,3.1650390625,2.916015625,898,12
899,18,2.501953125,3.1650390625,1.611328125,899,11
900,25,1.193359375,3.6298828125,2.353515625,900,18
901,29,1.193359375,3.6298828125,2.353515625,901,16
902,25,2.814453125,3.6298828125,2.353515625,902,16
903,25,1.193359375,0.3212890625,2.353515625,903,14
904,25,1.193359375,3.6298828125,2.798828125,904,16
905,25,2.814453125,0.3212890625,2.798828125,905,16
906,29,1.193359375,0.3212890625,2.798828125,906,18
907,29,2.814453125,3.6298828125,2.798828125,907,15
908,29,2.814453125,0.3212890625,2.353515625,908,15
909,29,2.814453125,0.3212890625,2.798828125,909,15
910,60,2.193359375,0.1298828125,1.353515625,910,22
911,64,2.193359375,0.1298828125,1.353515625,911,24
912,60,1.814453125,0.1298828125,1.353515625,912,24
913,60,2.193359375,3.8212890625,1.353515625,913,25
914,60,2.193359375,0.1298828125,1.798828125,914,25
915,60,1.814453125,3.8212890625,1.798828125,915,23
916,64,2.193359375,3.8212890625,1.798828125,916,23
917,64,1.814453125,0.1298828125,1.798828125,917,27
918,64,1.814453125,3.8212890625,1.353515625,918,25
919,64,1.814453125,3.8212890625,1.798828125,919,26
920,77,1.693359375,5.3798828125,2.853515625,920,35
921,47,1.693359375,5.3798828125,2.853515625,921,20
922,77,1.314453125,5.3798828125,2.853515625,922,35
923,77,1.693359375,2.0712890625,2.853515625,923,28
924,77,1.693359375,5.3798828125,1.298828125,924,33
925,77,1.314453125,2.0712890625,1.298828125,925,34
926,47,1.693359375,2.0712890625,1.298828125,926,20
927,47,1.314453125,5.3798828125,1.298828125,927,21
928,47,1.314453125,2.0712890625,2.853515625,928,22
929,47,1.314453125,2.0712890625,1.298828125,929,22
930,42,2.693359375,1.8798828125,1.853515625,930,19
931,12,2.693359375,1.8798828125,1.853515625,931,13
932,42,2.314453125,1.8798828125,1.853515625,932,21
933,42,2.693359375,5.5712890625,1.853515625,933,18
934,42,2.693359375,1.8798828125,2.298828125,934,20
935,42,2.314453125,5.5712890625,2.298828125,935,16
936,12,2.693359375,5.5712890625,2.298828125,936,12
937,12,2.314453125,1.8798828125,2.298828125,937,10
938,12,2.314453125,5.5712890625,1.853515625,938,11
939,12,2.314453125,5.5712890625,2.298828125,939,11
940,34,1.943359375,1.0048828125,1.603515625,940,15
941,20,1.943359375,1.0048828125,1.603515625,941,12
942,34,2.564453125,1.0048828125,1.603515625,942,16
943,34,1.943359375,2.9462890625,1.603515625,943,16
944,34,1.943359375,1.0048828125,1.048828125,944,19
945,34,2.564453125,2.9462890625,1.048828125,945,15
946,20,1.943359375,2.9462890625,1.048828125,946,12
947,20,2.564453125,1.0048828125,1.048828125,947,12
948,20,2.564453125,2.9462890625,1.603515625,948,11
949,20,2.564453125,2.9462890625,1.048828125,949,12
950,69,2.943359375,4.5048828125,2.603515625,950,28
951,55,2.943359375,4.5048828125,2.603515625,951,27
952,69,1.564453125,4.5048828125,2.603515625,952,29
953,69,2.943359375,6.4462890625,2.603515625,953,28
954,69,2.943359375,4.5048828125,2.048828125,954,28
955,69,1.564453125,6.4462890625,2.048828125,955,30
956,55,2.943359375,6.4462890625,2.048828125,956,26
957,55,1.564453125,4.5048828125,2.048828125,957,24
958,55,1.564453125,6.4462890625,2.603515625,958,25
959,55,1.564453125,6.4462890625,2.048828125,959,24
960,51,1.443359375,2.7548828125,1.103515625,960,23
961,73,1.443359375,2.7548828125,1.103515625,961,30
962,51,1.064453125,2.7548828125,1.103515625,962,38
963,51,1.443359375,1.1962890625,1.103515625,963,23
964,51,1.443359375,2.7548828125,2.548828125,964,24
965,51,1.064453125,1.1962890625,2.548828125,965,37
966,73,1.443359375,1.1962890625,2.548828125,966,30
967,73,1.064453125,2.7548828125,2.548828125,967,50
968,73,1.064453125,1.1962890625,1.103515625,968,52
969,73,1.064453125,1.1962890625,2.548828125,969,50
970,16,2.443359375,6.2548828125,2.103515625,970,13
971,38,2.443359375,6.2548828125,2.103515625,971,18
972,16,2.064453125,6.2548828125,2.103515625,972,11
973,16,2.443359375,4.6962890625,2.103515625,973,12
974,16,2.443359375,6.2548828125,1.548828125,974,11
975,16,2.064453125,4.6962890625,1.548828125,975,11
976,38,2.443359375,4.6962890625,1.548828125,976,21
977,38,2.064453125,6.2548828125,1.548828125,977,19
978,38,2.064453125,4.6962890625,2.103515625,978,21
979,38,2.064453125,4.6962890625,1.548828125,979,19
980,14,1.380859375,0.3486328125,1.916015625,980,11
981,53,1.380859375,0.3486328125,1.916015625,981,25
982,14,1.501953125,0.3486328125,1.916015625,982,14
983,14,1.380859375,6.6650390625,1.916015625,983,13
984,14,1.380859375,0.3486328125,2.611328125,984,13
985,14,1.501953125,6.6650390625,2.611328125,985,11
986,53,1.380859375,6.6650390625,2.611328125,986,23
987,53,1.501953125,0.3486328125,2.611328125,987,22
988,53,1.501953125,6.6650390625,1.916015625,988,21
989,53,1.501953125,6.6650390625,2.611328125,989,22
990,49,2.380859375,3.8486328125,2.916015625,990,24
991,18,2.380859375,3.8486328125,2.916015625,991,12
992,49,2.501953125,3.8486328125,2.916015625,992,23
993,49,2.380859375,3.1650390625,2.916015625,993,22
994,49,2.380859375,3.8486328125,1.611328125,994,26
995,49,2.501953125,3.1650390625,1.611328125,995,22
996,18,2.380859375,3.1650390625,1.611328125,996,13
997,18,2.501953125,3.8486328125,1.611328125,997,13
998,18,2.501953125,3.1650390625,2.916015625,998,12
999,18,2.501953125,3.1650390625,1.611328125,999,13
